Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
315,Anssi Jaakkola,fi FIN,GK,Reading,31,1987,15,15,"1,35",15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
316,Kayden Jackson,eng ENG,FW,Ipswich Town,24,1994,36,14,"1,559",17.3,3,2,5,3,0,0,2,0,3.0,3.0,1.3,4.3,29,15,144,0.17,0.12,0.29,0.17,0.29,0.17,0.07,0.25,0.17,0.25,Matches
317,Michael Jacobs,eng ENG,"FW,MF",Wigan Athletic,26,1991,22,19,"1,682",18.7,4,3,7,4,0,0,2,0,4.0,4.0,3.6,7.6,47,69,80,0.21,0.16,0.37,0.21,0.37,0.22,0.19,0.41,0.22,0.41,Matches
318,Daniel James,wls WAL,"FW,MF",Swansea City,20,1997,33,28,"2,5",27.8,4,7,11,4,0,0,2,0,6.8,6.8,5.9,12.7,182,97,391,0.14,0.25,0.40,0.14,0.40,0.24,0.21,0.46,0.24,0.46,Matches
319,Reece James,eng ENG,"DF,MF",Wigan Athletic,18,1999,45,44,"3,969",44.1,3,2,5,2,1,1,5,0,2.9,2.1,8.9,11.0,69,160,115,0.07,0.05,0.11,0.05,0.09,0.07,0.20,0.27,0.05,0.25,Matches
320,Saidy Janko,gm GAM,DF,Nott'ham Forest,22,1995,15,13,"1,207",13.4,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.9,54,62,58,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06,Matches
321,Pontus Jansson,se SWE,DF,Leeds United,27,1991,39,37,"3,268",36.3,3,1,4,3,0,0,7,1,2.6,2.6,1.5,4.1,27,119,21,0.08,0.03,0.11,0.08,0.11,0.07,0.04,0.11,0.07,0.11,Matches
322,Julian Jeanvier,gn GUI,DF,Brentford,26,1992,24,23,"2,008",22.3,2,0,2,2,0,0,4,0,1.4,1.4,0.6,1.9,3,41,0,0.09,0.00,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09,Matches
323,Mile Jedinak,au AUS,"DF,MF",Aston Villa,33,1984,17,12,"1,132",12.6,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,0,34,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
324,Lucas João,pt POR,"FW,MF",Sheffield Weds,24,1993,31,18,"1,606",17.8,10,2,12,10,0,0,3,0,5.7,5.7,1.5,7.2,28,31,109,0.56,0.11,0.67,0.56,0.67,0.32,0.08,0.40,0.32,0.40,Matches
325,Stefan Johansen,no NOR,MF,West Brom,27,1991,12,11,878,9.8,2,3,5,2,0,0,3,0,0.5,0.5,1.5,2.0,14,44,33,0.21,0.31,0.51,0.21,0.51,0.05,0.15,0.21,0.05,0.21,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
326,Declan John,wls WAL,"DF,MF",Swansea City,23,1995,10,7,575,6.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,27,20,44,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
327,Bradley Johnson,eng ENG,MF,Derby County,31,1987,28,22,"2,096",23.3,2,3,5,2,0,0,9,0,1.7,1.7,1.4,3.0,26,173,22,0.09,0.13,0.21,0.09,0.21,0.07,0.06,0.13,0.07,0.13,Matches
328,Daniel Johnson,jm JAM,MF,Preston,25,1992,35,26,"2,473",27.5,6,5,11,4,2,2,7,0,4.0,2.4,3.8,6.2,40,123,58,0.22,0.18,0.40,0.15,0.33,0.14,0.14,0.28,0.09,0.23,Matches
329,Marvin Johnson,eng ENG,DF,Sheffield Utd,27,1990,11,3,353,3.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,19,18,35,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13,Matches
330,Sam Johnstone,eng ENG,GK,West Brom,25,1993,46,46,"4,14",46.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
331,Charlie Jolley,eng ENG,FW,Wigan Athletic,17,2001,1,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.41,0.41,0.41,Matches
332,Billy Jones,eng ENG,DF,Rotherham Utd,31,1987,21,19,"1,584",17.6,0,0,0,0,0,0,5,1,0.2,0.2,0.4,0.6,23,67,23,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
333,David Jones,eng ENG,MF,Sheffield Weds,33,1984,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
334,Jamie Jones,eng ENG,GK,Wigan Athletic,29,1989,12,12,"1,08",12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
335,Jota,es ESP,MF,Birmingham City,27,1991,40,33,"2,865",31.8,3,10,13,3,0,1,4,0,4.2,3.4,8.8,12.2,106,124,124,0.09,0.31,0.41,0.09,0.41,0.13,0.28,0.41,0.11,0.38,Matches
336,Florian Jozefzoon,sr SUR,"FW,MF",Derby County,27,1991,27,13,"1,292",14.4,2,1,3,2,0,0,0,0,1.8,1.8,0.6,2.4,45,33,102,0.14,0.07,0.21,0.14,0.21,0.13,0.04,0.16,0.13,0.16,Matches
337,Alan Judge,ie IRL,"FW,MF",Ipswich Town,29,1988,19,19,"1,681",18.7,0,1,1,0,0,0,1,0,2.2,2.2,2.9,5.1,25,74,124,0.00,0.05,0.05,0.00,0.05,0.12,0.16,0.28,0.12,0.28,Matches
338,Alan Judge,ie IRL,"FW,MF",Brentford,29,1988,20,4,640,7.1,1,0,1,1,0,0,2,0,0.7,0.7,0.4,1.2,9,39,74,0.14,0.00,0.14,0.14,0.14,0.11,0.06,0.16,0.11,0.16,Matches
339,Lukas Jutkiewicz,eng ENG,FW,Birmingham City,29,1989,46,44,"3,811",42.3,14,10,24,14,0,0,4,0,12.3,12.3,7.7,20.1,46,123,262,0.33,0.24,0.57,0.33,0.57,0.29,0.18,0.47,0.29,0.47,Matches
340,Osman Kakay,sl SLE,DF,QPR,20,1997,3,3,267,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,5,12,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
341,Tomáš Kalas,cz CZE,DF,Bristol City,25,1993,38,38,"3,405",37.8,0,0,0,0,0,0,3,0,1.5,1.5,0.1,1.6,26,108,12,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
342,Lovre Kalinić,hr CRO,GK,Aston Villa,28,1990,7,7,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
343,Todd Kane,eng ENG,"DF,MF",Hull City,24,1993,39,36,"3,211",35.7,3,1,4,3,0,0,5,0,0.9,0.9,2.0,2.9,63,103,105,0.08,0.03,0.11,0.08,0.11,0.03,0.06,0.08,0.03,0.08,Matches
344,Jem Karacan,tr TUR,MF,Millwall,29,1989,4,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
345,Will Keane,ie IRL,FW,Ipswich Town,25,1993,11,9,714,7.9,3,0,3,2,1,1,0,0,1.8,1.0,0.4,1.4,9,14,40,0.38,0.00,0.38,0.25,0.25,0.23,0.05,0.28,0.13,0.18,Matches
346,Will Keane,ie IRL,FW,Hull City,25,1993,8,1,189,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,2,1,11,0.00,0.00,0.00,0.00,0.00,0.17,0.10,0.28,0.17,0.28,Matches
347,Liam Kelly,ie IRL,MF,Reading,22,1995,20,17,"1,406",15.6,1,0,1,1,0,0,2,0,0.6,0.6,0.7,1.3,27,107,42,0.06,0.00,0.06,0.06,0.06,0.04,0.04,0.08,0.04,0.08,Matches
348,Lloyd Kelly,eng ENG,DF,Bristol City,19,1998,32,26,"2,313",25.7,1,0,1,1,0,0,5,0,0.9,0.9,0.6,1.5,54,65,78,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.06,0.03,0.06,Matches
349,Myles Kenlock,eng ENG,DF,Ipswich Town,21,1996,19,18,"1,627",18.1,0,1,1,0,0,0,3,0,0.2,0.2,0.5,0.7,33,66,27,0.00,0.06,0.06,0.00,0.06,0.01,0.03,0.04,0.01,0.04,Matches
350,Richard Keogh,ie IRL,DF,Derby County,31,1986,46,46,"4,121",45.8,3,1,4,3,0,0,5,0,1.9,1.9,0.8,2.6,24,136,9,0.07,0.02,0.09,0.07,0.09,0.04,0.02,0.06,0.04,0.06,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
351,Maikel Kieftenbeld,nl NED,MF,Birmingham City,28,1990,36,34,"2,913",32.4,1,2,3,1,0,0,10,1,0.7,0.7,0.7,1.4,7,133,20,0.03,0.06,0.09,0.03,0.09,0.02,0.02,0.04,0.02,0.04,Matches
352,Andy King,wls WAL,MF,Derby County,29,1988,4,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
353,Stephen Kingsley,sct SCO,DF,Hull City,24,1994,26,25,"2,163",24.0,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.2,29,68,45,0.00,0.08,0.08,0.00,0.08,0.01,0.04,0.05,0.01,0.05,Matches
354,Cédric Kipré,ci CIV,DF,Wigan Athletic,21,1996,38,37,"3,265",36.3,0,0,0,0,0,0,6,1,2.9,2.9,0.1,3.0,16,69,13,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
355,Connor Kirby,eng ENG,MF,Sheffield Weds,19,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
356,Mateusz Klich,pl POL,MF,Leeds United,28,1990,46,46,"3,803",42.3,10,8,18,10,0,0,8,0,6.1,6.1,6.4,12.4,139,321,277,0.24,0.19,0.43,0.24,0.43,0.14,0.15,0.29,0.14,0.29,Matches
357,Timm Klose,ch SUI,DF,Norwich City,30,1988,31,23,"2,035",22.6,4,1,5,4,0,0,1,0,2.9,2.9,0.1,3.0,17,79,7,0.18,0.04,0.22,0.18,0.22,0.13,0.01,0.14,0.13,0.13,Matches
358,Jonas Knudsen,dk DEN,DF,Ipswich Town,25,1992,28,27,"2,409",26.8,0,0,0,0,0,0,4,1,0.5,0.5,0.8,1.3,16,104,70,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
359,Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,28,1989,39,22,"2,022",22.5,9,2,11,8,1,1,5,0,7.3,6.5,1.7,8.2,55,44,218,0.40,0.09,0.49,0.36,0.45,0.32,0.08,0.40,0.29,0.36,Matches
360,Ezri Konsa,eng ENG,DF,Brentford,20,1997,42,42,"3,75",41.7,1,0,1,1,0,0,4,0,0.6,0.6,0.3,0.9,42,164,9,0.02,0.00,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,Matches
361,Bojan Krkić,es ESP,"MF,FW",Stoke City,27,1990,21,8,741,8.2,1,0,1,1,0,1,0,0,1.7,0.9,0.8,1.7,30,60,53,0.12,0.00,0.12,0.12,0.12,0.20,0.10,0.30,0.11,0.20,Matches
362,Tim Krul,nl NED,GK,Norwich City,30,1988,46,46,"4,14",46.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
363,Rajiv van La Parra,nl NED,"MF,FW",Middlesbrough,27,1991,3,0,71,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,4,10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15,Matches
364,Daniel Lafferty,nir NIR,MF,Sheffield Utd,29,1989,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
365,Charlie Lakin,eng ENG,MF,Birmingham City,19,1999,10,5,437,4.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,15,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
366,Jack Lankester,eng ENG,"FW,MF",Ipswich Town,18,2000,11,5,523,5.8,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,5,20,31,0.17,0.00,0.17,0.17,0.17,0.06,0.05,0.11,0.06,0.11,Matches
367,Henri Lansbury,eng ENG,MF,Aston Villa,27,1990,3,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
368,Tom Lawrence,wls WAL,FW,Derby County,24,1994,33,28,"2,593",28.8,6,2,8,6,0,0,4,1,4.4,4.4,3.5,7.9,96,83,196,0.21,0.07,0.28,0.21,0.28,0.15,0.12,0.27,0.15,0.27,Matches
369,Achraf Lazaar,ma MAR,DF,Sheffield Weds,26,1992,4,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,6,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
370,Adam le Fondre,eng ENG,FW,Bolton,31,1986,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches
371,Grant Leadbitter,eng ENG,MF,Middlesbrough,32,1986,2,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
372,Joe Ledley,wls WAL,MF,Derby County,31,1987,4,3,225,2.5,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,1,7,2,0.40,0.00,0.40,0.40,0.40,0.01,0.00,0.01,0.01,0.01,Matches
373,Ryan Ledson,eng ENG,MF,Preston,20,1997,24,14,"1,239",13.8,0,1,1,0,0,0,4,1,0.4,0.4,0.6,1.0,2,61,8,0.00,0.07,0.07,0.00,0.07,0.03,0.05,0.08,0.03,0.08,Matches
374,Kieran Lee,eng ENG,MF,Sheffield Weds,30,1988,2,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,1,3,0.00,0.00,0.00,0.00,0.00,0.10,0.38,0.49,0.10,0.49,Matches
375,Tom Lees,eng ENG,DF,Sheffield Weds,27,1990,42,42,"3,78",42.0,2,2,4,2,0,0,4,0,1.9,1.9,2.7,4.7,6,78,6,0.05,0.05,0.10,0.05,0.10,0.05,0.06,0.11,0.05,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
376,Toni Leistner,de GER,DF,QPR,27,1990,43,40,"3,74",41.6,2,1,3,2,0,0,7,0,1.4,1.4,1.6,3.0,19,98,5,0.05,0.02,0.07,0.05,0.07,0.03,0.04,0.07,0.03,0.07,Matches
377,Moritz Leitner,de GER,"MF,FW",Norwich City,25,1992,29,19,"1,71",19.0,2,1,3,2,0,0,5,0,1.1,1.1,3.3,4.4,57,143,69,0.11,0.05,0.16,0.11,0.16,0.06,0.18,0.23,0.06,0.23,Matches
378,Jonathan Leko,eng ENG,"FW,MF",West Brom,19,1999,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,1,0,2,0.00,0.00,0.00,0.00,0.00,0.09,1.78,1.88,0.09,1.88,Matches
379,Darragh Lenihan,ie IRL,DF,Blackburn,24,1994,34,34,"2,981",33.1,2,0,2,2,0,0,8,0,3.2,3.2,0.5,3.6,14,92,5,0.06,0.00,0.06,0.06,0.06,0.10,0.01,0.11,0.10,0.11,Matches
380,Ryan Leonard,eng ENG,"MF,FW",Sheffield Utd,26,1992,3,0,62,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,7,3,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Matches
381,Ryan Leonard,eng ENG,MF,Millwall,26,1992,37,37,"3,234",35.9,2,2,4,2,0,0,7,1,2.2,2.2,1.8,4.0,17,122,35,0.06,0.06,0.11,0.06,0.11,0.06,0.05,0.11,0.06,0.11,Matches
382,Jayson Leutwiler,ca CAN,GK,Blackburn,29,1989,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
383,Jamal Lewis,nir NIR,DF,Norwich City,20,1998,42,42,"3,707",41.2,0,4,4,0,0,0,6,0,1.6,1.6,2.3,3.9,155,167,190,0.00,0.10,0.10,0.00,0.10,0.04,0.06,0.10,0.04,0.10,Matches
384,Eric Lichaj,us USA,DF,Hull City,29,1988,39,35,"3,166",35.2,0,1,1,0,0,0,5,0,0.7,0.7,1.0,1.6,39,144,73,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05,Matches
385,Mark Little,eng ENG,DF,Bolton,29,1988,2,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,4,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
386,Jake Livermore,eng ENG,MF,West Brom,28,1989,39,36,"3,168",35.2,2,2,4,2,0,0,10,2,1.7,1.7,1.9,3.6,25,177,39,0.06,0.06,0.11,0.06,0.11,0.05,0.05,0.10,0.05,0.10,Matches
387,Danny Loader,eng ENG,"MF,FW",Reading,17,2000,21,8,906,10.1,1,1,2,1,0,0,1,0,1.4,1.4,0.5,1.8,24,21,53,0.10,0.10,0.20,0.10,0.20,0.13,0.04,0.18,0.13,0.18,Matches
388,Joe Lolley,eng ENG,"FW,MF",Nott'ham Forest,25,1992,46,42,"3,528",39.2,11,11,22,9,2,2,5,0,8.9,7.3,11.1,18.5,207,178,243,0.28,0.28,0.56,0.23,0.51,0.23,0.28,0.51,0.19,0.47,Matches
389,George Long,eng ENG,GK,Hull City,24,1993,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
390,Jason Lowe,eng ENG,"MF,DF",Bolton,26,1991,35,35,"3,014",33.5,0,0,0,0,0,0,11,0,1.2,1.2,1.2,2.5,10,90,23,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07,Matches
391,Max Lowe,eng ENG,DF,Derby County,21,1997,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,3,6,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
392,Beryly Lubala,cd COD,FW,Birmingham City,20,1998,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
393,Joe Lumley,eng ENG,GK,QPR,23,1995,42,42,"3,78",42.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
394,John Lundstram,eng ENG,MF,Sheffield Utd,24,1994,10,5,409,4.5,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.3,4,21,21,0.00,0.22,0.22,0.00,0.22,0.12,0.15,0.28,0.12,0.28,Matches
395,Massimo Luongo,au AUS,MF,QPR,25,1992,41,41,"3,616",40.2,3,4,7,3,0,0,10,0,5.0,5.0,2.8,7.8,93,261,58,0.07,0.10,0.17,0.07,0.17,0.12,0.07,0.19,0.12,0.19,Matches
396,Joel Lynch,wls WAL,DF,QPR,30,1987,35,35,"3,067",34.1,3,0,3,3,0,0,11,0,2.4,2.4,0.2,2.7,13,68,3,0.09,0.00,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,Matches
397,Angus MacDonald,eng ENG,DF,Hull City,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
398,Lewis Macleod,sct SCO,MF,Brentford,24,1994,17,12,972,10.8,3,1,4,3,0,0,2,0,2.2,2.2,1.6,3.8,11,64,69,0.28,0.09,0.37,0.28,0.37,0.21,0.15,0.35,0.21,0.35,Matches
399,Gary Madine,eng ENG,FW,Sheffield Utd,27,1990,16,6,655,7.3,3,2,5,3,0,0,1,1,3.4,3.4,1.2,4.6,4,27,63,0.41,0.27,0.69,0.41,0.69,0.47,0.16,0.63,0.47,0.63,Matches
400,Niki Mäenpää,fi FIN,GK,Bristol City,33,1985,26,26,"2,314",25.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
401,Josh Magennis,nir NIR,FW,Bolton,27,1990,42,29,"2,729",30.3,4,1,5,4,0,1,7,0,6.8,6.0,1.6,7.7,27,48,148,0.13,0.03,0.16,0.13,0.16,0.23,0.05,0.28,0.20,0.25,Matches
402,Jacques Maghoma,cd COD,MF,Birmingham City,30,1987,42,35,"3,016",33.5,6,5,11,6,0,0,6,0,4.7,4.7,3.2,7.9,110,92,124,0.18,0.15,0.33,0.18,0.33,0.14,0.10,0.24,0.14,0.24,Matches
403,Tyler Magloire,eng ENG,DF,Blackburn,19,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
404,Seán Maguire,ie IRL,"FW,MF",Preston,24,1994,26,21,"1,815",20.2,3,3,6,3,0,0,3,0,5.0,5.0,3.8,8.8,61,55,166,0.15,0.15,0.30,0.15,0.30,0.25,0.19,0.44,0.25,0.44,Matches
405,Connor Mahoney,eng ENG,MF,Birmingham City,21,1997,30,17,"1,503",16.7,2,4,6,2,0,0,0,0,2.2,2.2,3.9,6.1,75,36,94,0.12,0.24,0.36,0.12,0.36,0.13,0.23,0.36,0.13,0.36,Matches
406,Scott Malone,eng ENG,DF,Derby County,27,1991,27,24,"2,073",23.0,2,1,3,2,0,0,3,0,1.6,1.6,2.2,3.9,46,105,98,0.09,0.04,0.13,0.09,0.13,0.07,0.10,0.17,0.07,0.17,Matches
407,Ryan Manning,ie IRL,MF,Rotherham Utd,22,1996,18,13,"1,176",13.1,4,1,5,0,4,5,4,0,5.1,1.2,1.1,2.3,21,64,17,0.31,0.08,0.38,0.00,0.08,0.39,0.09,0.48,0.09,0.18,Matches
408,Ryan Manning,ie IRL,"DF,MF",QPR,22,1996,9,7,633,7.0,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.8,9,25,12,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
409,Vito Mannone,it ITA,GK,Reading,30,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
410,Emiliano Marcondes,dk DEN,"MF,FW",Brentford,23,1995,13,3,458,5.1,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.3,14,29,28,0.00,0.39,0.39,0.00,0.39,0.11,0.16,0.27,0.11,0.27,Matches
411,Stefan Marinovic,nz NZL,GK,Bristol City,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
412,Jack Marriott,eng ENG,FW,Derby County,23,1994,33,19,"1,865",20.7,7,5,12,7,0,0,3,0,5.1,5.1,1.8,6.9,20,26,126,0.34,0.24,0.58,0.34,0.58,0.25,0.09,0.33,0.25,0.33,Matches
413,Ben Marshall,eng ENG,"DF,FW",Norwich City,27,1991,4,4,335,3.7,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,4,19,12,0.00,0.27,0.27,0.00,0.27,0.05,0.25,0.30,0.05,0.30,Matches
414,Ben Marshall,eng ENG,MF,Millwall,27,1991,16,13,"1,178",13.1,1,0,1,0,1,2,6,0,3.2,1.6,1.3,2.9,25,43,37,0.08,0.00,0.08,0.00,0.00,0.25,0.10,0.35,0.12,0.23,Matches
415,David Marshall,sct SCO,GK,Hull City,33,1985,43,43,"3,825",42.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Chris Martin,sct SCO,FW,Hull City,29,1988,30,15,"1,408",15.6,2,1,3,2,0,0,3,0,3.8,3.8,1.7,5.5,5,44,76,0.13,0.06,0.19,0.13,0.19,0.24,0.11,0.35,0.24,0.35,Matches
417,David Martin,eng ENG,GK,Millwall,32,1986,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
418,Cuco Martina,cw CUW,DF,Stoke City,28,1989,17,17,"1,507",16.7,0,0,0,0,0,0,4,0,0.1,0.1,1.5,1.7,34,99,138,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
419,Emiliano Martínez,ar ARG,GK,Reading,25,1992,18,18,"1,62",18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
